id,ano,site,comentarios,rotulacao_manual,id_rotulador
18,2019,UOL,"Agora vai aparecer os direitos humanos, dizendo que houve excessos e que matar o bandido foi um erro e que por isso o MP deverá entrar com um processo contra a polícia. Exigirá a abertura de inquérito e imediata suspensão do policial atirador , e por fim dirão os meios da imprensa, que a culpa de tudo isso é do Bolsonaro....",1,M
20,2019,UOL,A culpa é sempre do governo e da polícia. Os traficantes são vítimas,1,M
25,2019-04-08,G1,a impunidade tem que acabar,-1,C
22,2021-07-01,G1,resposta o lázaro foi para o colo do capeta,1,C
24,2020-07-02,G1,"produtor de fake news estao proibidas as acoes da policia em comunidade e a reportagem mesmo nao fala nada disso vai se retratar? nao né, é esquerdista, esquerdista nunca assume erros",0,M
22,2021-06-28,G1,agora só falta o genocida,0,C
25,2019-04-08,G1,"engano para quem? 80 tiros haja confiança no sistema e na impunidade de atos racistas para cometer uma atrocidade dessas e usar esse tipo de ""alegação""",-1,G
18,2019-08-20,G1,"armed man hijacks bus on the rioniterói bridge three people have been released, 18 still inside",0,G
20,2019-09-21,Folha,assassinada pela pm do witzel,-1,G
24,2020-07-01,G1,infelizmente é mais uma notícia “normal” no rj até quando??? até quando porra,0,G
18,2019,UOL,agora os policiaiis serão afastados e o Rodrigo Maia vai batizar uma rua com o nome do pobre infeliz,1,M
21,2021-11-06,Folha,"covardia, covardia!!",-1,M
24,2020-07-01,G1,o rio de janeiro está podre concentra tudo de ruim que o brasil tem hoje,0,M
18,2019,UOL,"Devia responder ""pergunta para o Queiroz""",0,M
20,2019-09-22,Folha,"“ágata félix é a 57ª criança a morrer baleada no rio de janeiro desde 2007 a fogo cruzado, por sua vez, registra que 16 crianças foram baleadas na região metropolitana do rio em 2019 destas, cinco morreram” #aculpaedowitzel",-1,M
25,2019-04-08,G1,atingido parece acidente ops aconteceu o que não é o caso,-1,G
18,2019,UOL,"Nesta hora não apareceuninguém do PSOL e PT com livros e flores para libertar os reféns??? Mas irão todos, inclusive a Maria do Rosário, protestar pq a polícia atirou e vão fazer vigília no hospital, levar cartazes escrito QUEM MATOU O SEQUESTRADOR???",0,M
18,2019,UOL,"Vocês já notoram que em todos confrontos as únicas balas que matam são as das policias? è um dado bem interessante, os traficantes SEMPRE USAM BALAS DE FESTIM????",-1,M
18,2019-08-20,G1,sempre querendo like né?,0,G
20,2019,UOL,Parabéns ao Governador Witzel e a PM/RJ pelo perfeito desfecho no episódio do mais recente sequestro de ônibus ocorrido na Ponte Rio-Niterói.,1,M
22,2021-06-28,G1,tô muito triste com essa notícia do lázaro todos merecem uma segunda chance se o brasil fosse um país sério ao invés de matar o governo recuperaria ele toda vida importa,-1,M
20,2019-09-22,Folha,pq já virou rotina meritocracia pobre merece morrer para não atrapalhar os ricos,0,M
21,2021-11-06,G1,"pq eu postei a própria notícia que se encontra no site do portal em questão? quem está com raiva é pq não gosta de ler notícias, mas sim, manchetes",0,M
23,2020-05-19,G1,*assassinado por policiais,-1,M
25,2019-04-08,G1,"mesmo que fossem bandido seria homicídio qualificado, pois os militares não agiram em legítima defesa se os bandidos não atirassem, não tinha motivo para os soldados abrirem fogo",-1,C
26,2021-05-07,Folha,menina há controvérsias creio que merda adube melhor,0,C
21,2021-11-06,Folha,realmente é covardia uma mãe usar os filhos como escudo para a sua bandidagem ela devia perder a guarda dos filhos,1,G
21,2021-11-06,Folha,"aliás, não é questão de 'botou a farda surtou' se fossemos fazer uma análise séria, teríamos de partir das razões que levam uma pessoa a se tornar pm, o treinamento, a doutrina, a cultura dentro da organização, a forma como eles lidam com a 'liability' da violência legítima, etc",0,C
23,2020-05-19,G1,menino de 14 anos é assassinado dentro da própria casa pela polícia que após ato tenta se livrar do corpo***,0,M
24,2020-07-01,G1,"militante de merda, não está tendo operações da pm nas favelas do rio, dessa vez sua lacração falhou",1,M
20,2019,Folha,"Não vi informação alguma dizendo que o projétil não veio da arma de policiais, coisa que ocasionalmente a balística pode mostrar.",-1,M
22,2021-06-28,G1,e vc é psicólogo e deu o laudo ? acho que vc pulou a notícia de que ele tinha 3 laudos de psicólogos né? mas um ti que falar de psiquiatria e psicologia,0,C
18,2019-08-20,UOL,"e os outros cpf's cancelados de inocentes assassinados pela polícia nas comunidades do rj, você comemora assim também? arrombado",-1,M
18,2019,UOL,O petista quer um lenço para chorar o destino do seu companheiro?,0,M
18,2019,Folha,"PT e PSol divulgam nota em desagravo da ação truculenta da PM que ceifou a vida de uma vítima da sociedade. Afinal, o crime se previne com ""diálogo cabuloso"".",0,M
20,2019-09-21,UOL,"que doloroso, que absurdo ! “menina de 8 anos morre baleada após operação policial no complexo do alemão”",-1,M
22,2021-06-28,G1,"to nada só observando o amadorismo de 300 sujeitos pra achar um vagabundo, por quase um mês",-1,M
18,2019,UOL,"parabéns aos policiais do RJ, um ladrão a menos nessa cidade, q um dia foi chamada de ""cidade maravilhosa""",1,M
24,2020-07-01,G1,"é , boçal mesmo, tem como não",0,C
26,2021-05-06,Folha,"mas a milicia precisa se estabelecer na favela, como vão fazer isso sem o estado abrindo caminho?",0,M
22,2021-06-28,G1,"podia ter 20 laudos, são totalmente sem confiança psicólogos não aprendem a entender a mente criminosa vocês só são bons em ajudar adolescentes que se cortam, às vezes",0,M
25,2019-05-24,UOL,que a família nos perdoe!,0,M
26,2021-05-07,Folha,"não é utopia, pode ser exatamente isso que deveria ter sido feita para não se chegar a isso",0,C
18,2019,UOL,"Negativo! O mote desse episódio todo foi provocado por uma pessoa sem caráter e o mínimo de escrúpulo que sai de casa de madrugada para cometer um crime. A consequência foi um excelente trabalho da Polícia, que conseguiu neutralizar a ameaça e ainda ninguém se feriu. É para se comemorar, sim! Menos um CPF e todas as vítimas em segurança.",1,M
20,2019,UOL,"Ué mas a descupa esfarrapada de sempre não é que as armas não matam sozinhas, quem matam sao as pessoas ? Ou vc agora também vai dizer que a menininha era traficante ?",-1,M
23,2020-05-24,G1,"maioria das vezes é uma coisa a imensa maioria é outra, mas me fala vc, qual foi a última vez q vc ouviu falar q um branco foi confundido com bandido? qual foi o último caso q tu ouviu q a pm entrou dentro da casa de branco e matou um inocente? +",-1,G
23,2020-05-19,G1,"ah pra subir em morro de novo pra matar gente eles vão né , é uma pessoa não um saco que tu joga em qualquer lugar sem da explicação, era uma vida que ainda tinha que viver mt pensa um pouco e reflete que poderia ser alguém da tua família",-1,C
25,2019-04-08,Folha,#ditaduranuncamais,-1,C
18,2019,UOL,Rogério....por incrível que pareça Temer fez um governo muito menor danoso que o atual....,0,M
23,2020-05-19,G1,"em nada você é educada , não consegue ouvir nada diferente do que vc pensa , e parte para baixaria , isso é ser mimada pobre todos somos , mas respeitar o outro são poucos que aprendem",0,G
25,2019-04-08,Folha,só uma robô programada por um estúpido para passar pano em um fuzilamento,0,M
20,2019-09-21,UOL,a pergunta correta é essaonde estava a polícia enquanto o trafico de drogas crescia no rio de janeiro?? é fácil a resposta,-1,M
26,2021-05-06,G1,porra tem 24 pessoas nessa imagem aí né o mula do crl,0,C
25,2019-04-08,G1,"alegaram legítima defesa mas qual foi a agressão? a agressão é ser negro, dirigindo um carro, guiando uma moto, portando um guarda chuva, negro exercendo o direito de ir e vir é agressivo demais",-1,C
18,2019,UOL,"Obserdor do MORO como sou, sugiro que pergunte ao mesmo se concorda com o método utilizado. ´ e vergonhoso....",-1,M
21,2021-11-07,Folha,"nossa, é mesmo, tomaram todo o cuidado pra não machucar a criança, eu não tinha percebido, olha só",1,M
24,2020-07-03,G1,"traficante é muito gente boa eu tinha um primo viciado, muitas vezes ele usava mais do que podia pagar aí o traficante conseguiu tirar ele do vício, deu um tiro na cabeça dele não tem noção da gratidão da minha tia ao traficante para de falar merda porra",1,G
23,2020-05-19,G1,matou um menino que estava dentro de casa brincando e que não fez nada,-1,G
18,2019,UOL,Acho que nao precisava matar o rapaz né ? cade os direitos humanos nessas horas? vergonha !!!!!!!!!!!,-1,M
24,2020-07-01,G1,"tem que cobrar da policia! nós não pagamos traficantes, pagamos a polícia pra nos proteger e nem isso eles estão fazendo, ou pior, nos bairros pobres não estão fazendo",-1,M
25,2019-04-08,G1,"lamentável, espero que da proxima vez o exército não cometa o mesmo erro e mate os bandidos",0,G
20,2019-09-21,UOL,"ah se a gente fosse um país sério, essa porra tava parada",0,M
18,2019,UOL,"Prevejo o direito dos manos dizendo: Isso e um absurdo, o rapaz oprimido pela sociedade portava uma arma de brinquedo, nossa policia e muito despreparada que nao pode detectar isso ...",1,M
21,2021-11-06,Folha,"eita, parece que eu sou bloqueado pelo perfil que você mencionou ( agora você pode me enviar uma url/link que eu te respondo com um link",0,C
24,2020-07-01,G1,"as drogas estão aí, matam mais que armas e o controle é ""rígido"" ninguém tem acesso kkkk",0,G
18,2019,UOL,"Rac vc tem razão mas são duas coisas bem distintas,cada comentário dentro do seu momento.",0,M
24,2020-07-02,G1,"pra quem tá em dúvida, o disparo veio dos traficantes",1,C
25,2019-04-08,Folha,o correto militares do exército assassinam covardemente músico em abordagem com #80tiros na zona oeste do rio,-1,G
22,2021-06-28,G1,confrontosei!!!!!!,0,M
18,2019,UOL,"Alô Bandidos, a tolerância com crimes acabou , pois seu protetor (Lula e PT ) está preso e fora do governo.",0,M
20,2019-09-21,Folha,moniquinha grande parte dos famintos da venezuela estão em boa vista em roraima e aqui em manausvem dar uma voltinha por aqui para de passar pano no ditador maduro,0,M
18,2019,UOL,"E a imprensa noticiando a estratégia tática da ação, mostrando onde estava o atirador de elite para o sequestrador assistir de camarote... A cobertura jornalística desse tipo de acontecimento tem que ser melhor dirigida para não colocar em risco ainda maior as vítimas!!!",0,M
25,2019-05-23,UOL,"""80 tiros stm decide soltar militares presos por mortes de músico e catador"" ""tribunal militar decidiu hoje conceder liberdade aos nove militares envolvidos na morte do músico evaldo rosa dos santos e do catador de materiais recicláveis luciano macedo",0,M
18,2019,UOL,"Bruce Wayne Aparecido, a esposa do Lula e Fidel vão ouvir ele ainda hoje, em um local bem aquecido e cheio de esquerdinhas",0,M
18,2019,UOL,eu sei não mas alguma coisa esta errada.uns dizem que era um pm-outros dizem que era um homem apaixonado. uns dizem que ele gostava de fazer arminha.,0,M
21,2021-11-06,Folha,"nao estou negando que violência contra a mulher exista, mas no caso da pm a violência não é direcionada à mulheres exclusivamente e não necessariamente por serem mulheres a violência da pm é direcionada por questões de raça (principalmente e classe",1,C
18,2019,UOL,"É assim que se faz, curto e direto com bandidos, parabéns a policia.",1,M
26,2021-05-07,Folha,cpf cancelado !,1,M
20,2019,Folha,"Vocês, eleitores do Bolsonaro, do Witzel e do Crivella, estão com as mãos sujas de sangue. De sangue das comunidades urbanas, das comunidades indígenas, da fauna nas florestas, de lgbts, dos feminicídios e dos crimes de racismo. E vão sujar ainda muito mais. Não vamos esquecer.",-1,M
20,2019-09-21,Folha,sério? vamos divulgar,0,M
25,2019-05-23,UOL,"o lema do superior tribunal da meganhagem é ""amigos dos amigos""",0,M
23,2020-05-21,G1,sim amigo me descullpe porrrr exiistir,0,M
24,2020-07-01,G1,é errado defender a pm? já fumou todos os neurônios né,1,C
23,2020-05-19,G1,eles sabem que num confronto na adrenalina saem atirando a esmo cedo ou tarde alguém vai morrer e inocentes entram nessa conta vc acha que essas operações policiais nas favelas tem alguma eficácia? o povo que mora lá vive pacificamente com o tráfico o maior inimigo das,-1,M
24,2020-07-01,G1,sociedade sem identidade,0,C
21,2021-11-06,Folha,"enquanto isso, aquele casal quebra tudo no aeroporto e tudo bem ",0,G
21,2021-11-06,G1,"verdade né, melhor acreditar no cara e na mulher armada",0,C
18,2019,UOL,Eu acho ótimo!! 37 vidas foram poupadas e um criminoso a menos prá aterrorisar gente de bem! Desse SNIPER sou fã!,1,M
26,2021-05-06,Folha,vai lá combater traficante com pistola de água então,0,M
24,2020-07-01,G1,a polícia está afastada das favela hein não esqueça,1,C
20,2019-09-21,Folha,não existe raça negra só existe raça humana chega de segregação,0,M
21,2021-11-06,Folha,promovidos ou exonerados para concorrem cargos políticos infelizmente,-1,G
20,2019,UOL,"A polícia fez o trabalho dela, infelizmente as favelas cariocas são massa de manobra dos traficantes milícias e da rede globo que sempre fica ao lado do bandido e não reconhece o trabalho do policial. Parabéns rede globo pela sua imparcialidade, sqn.",1,M
18,2019,UOL,Os cariocas do PSOL vão mudar os nomes da rua para o nome do anjinho oprimido?,-1,M
18,2019,UOL,O cara já quitou o emprestimo.,0,M
18,2019,UOL,Parabéns a Policia do RJ a Globo não vai gostar nada disso.,1,M
22,2021-06-28,G1,"entendi sim concordo, mas a ação foi feita muitas famílias irão voltar a ter paz e voltar a dormir isso que importa",0,C
18,2019-08-21,G1,foda a morte do guerreiro deveriam ter deixado ele tacar fogo no bus com todos os burgueses priveligiados que usavam o ônibus com ar condicionado,1,M
18,2019,UOL,O GESTOR QUE DEIXA DE CONTRATAR MÉDICOS E ENFERMEIROS E POR CONSEGUINTE MORREM PESSOAS NOS HOSPITAIS À ESPERA DE ATENDIMENTO É MUITO MAIS CRIMINOSO QUE UM POBRE QUE DÁ MANCHETE,-1,M
25,2019-05-23,UOL,tribunal decide soltar militares acusados de fuzilamento de carro no rio de janeiro veja mais no uol acesse,0,G
21,2021-11-07,Folha,"covardes, bandidos fardados!",-1,G
26,2021-05-07,Folha,excelente trabalho da polícia !!!!,1,C
21,2021-11-06,G1,um irresponsável desse devia ser exonerado,-1,G
23,2020-05-19,G1,o final é sempre o mesmo,0,G
24,2020-07-02,G1,"a mãe do guri já afirmou que a bala veio de um traficante, pqp, povo acéfalo do caralho",0,M
23,2020-05-19,G1,nunca é a intenção da pm do rio matar crianças pretas toda a semana matando crianças pretas ne? kk,-1,C
23,2020-05-19,G1,"em meio a pandemia de corona vírus, joão pedro, não morreu por causa do corona, ele foi assassinado porque era negro, ele foi assassinado porque era pobre, ele foi assassinado porque era favelado ele foi assassinado porque a polícia do rio é assassina",-1,M
20,2019-09-21,Folha,anestesia moral,0,G
25,2020-02-04,Folha,"um monte de comentário que não tem nada a ver com o intuito do projeto, pqp espero que isso nunca aconteça contigo",-1,G
