id_comentario	comentario	timestamp	canal	curtidas	id_video	id_comentario_pai	data_postagem
Ugy8nh-7xkW-1pVlwcR4AaABAg	policiais quando da pra ser bandido e pior doque os proprios bandidos	2021-05-21T18:59:43Z	Bacabalflix	0	vkuh5uEjEl8		2021-05-19 16:58:16+00:00
Ugzwp_JIIutu8PcclDt4AaABAg	se fosse filho de politico nu tinha nem audiencia ja tava espiao tudim	2021-05-21T01:00:00Z	Bacabalflix	0	vkuh5uEjEl8		2021-05-19 16:58:16+00:00
Ugzv4qWNJ4mD9O4jykF4AaABAg	as leis sao dos homens mas a justica e divina a lei do retorno vai cair sobre cada um desses assassinos	2021-05-20T21:16:42Z	Bacabalflix	0	vkuh5uEjEl8		2021-05-19 16:58:16+00:00
UgzFKGXC31Xs9JwP-554AaABAg	nem algemados estao esses canalhas	2021-05-20T19:32:33Z	Bacabalflix	0	vkuh5uEjEl8		2021-05-19 16:58:16+00:00
Ugw9zidgOGoF2-5tkrp4AaABAg	estao provando do proprio veneno pinho da disgrassa	2021-05-20T17:58:23Z	Bacabalflix	0	vkuh5uEjEl8		2021-05-19 16:58:16+00:00
Ugyz1P99AbAljle4kbF4AaABAg	que a justica seja feita	2021-05-20T17:53:50Z	Bacabalflix	0	vkuh5uEjEl8		2021-05-19 16:58:16+00:00
UgySjE8cUBcHCTRVATt4AaABAg	eu tava aguentando esse caso	2021-05-20T17:51:53Z	Bacabalflix	1	vkuh5uEjEl8		2021-05-19 16:58:16+00:00
UgyVHC6y3kKe-22WIZh4AaABAg	como ficou essa audiencia  mesmo meu povo	2021-05-20T15:29:36Z	Bacabalflix	0	vkuh5uEjEl8		2021-05-19 16:58:16+00:00
UgxniKP7ndKMgkVsijd4AaABAg	miliciano merece e morte pois mancha a corporacao	2021-05-20T14:52:41Z	Bacabalflix	0	vkuh5uEjEl8		2021-05-19 16:58:16+00:00
Ugx_vFgegxcs2MSOB-B4AaABAg	so querem matar pessoas de bem em quanto os bandidos estao soltos	2021-05-20T14:30:10Z	Bacabalflix	0	vkuh5uEjEl8		2021-05-19 16:58:16+00:00
UgyNt9c2DwVbHMt1I0x4AaABAg	e  nem chamar esses bandidos de policiais	2021-05-20T14:22:36Z	Bacabalflix	0	vkuh5uEjEl8		2021-05-19 16:58:16+00:00
UgyTFiZ_M6eEIZHlsBZ4AaABAg	como cidadao eu fico indignado como estudante de direito entendo que e necessario o devido processo legal e o papel do advogado de defesa pois sem estes requisitos e nao se pode nem condenar k reu	2021-05-20T12:02:39Z	Bacabalflix	1	vkuh5uEjEl8		2021-05-19 16:58:16+00:00
UgxI0MrRvj-FLUEIg5t4AaABAg	alguem ai de sao luis gonzaga sabe me dizer onde o ribamar entra nessa historia ele era vaqueiro do rapaz que foi brutalmente assassinado	2021-05-20T06:24:08Z	Bacabalflix	0	vkuh5uEjEl8		2021-05-19 16:58:16+00:00
UgxI0MrRvj-FLUEIg5t4AaABAg.9NYvMx-_jhz9NZEFuP0u5-	o ribamar  trabalhava pro marquinho	2021-05-20T09:17:56Z	Bacabalflix	0	vkuh5uEjEl8	UgxI0MrRvj-FLUEIg5t4AaABAg	2021-05-19 16:58:16+00:00
UgxI0MrRvj-FLUEIg5t4AaABAg.9NYvMx-_jhz9N_Eqsu78vd	ribamar trabalhava pro marquinhofoi acusado de roubar e  vender pro marquinho no caso o marquinho  seria o receptador  do roubo	2021-05-20T18:42:22Z	Bacabalflix	0	vkuh5uEjEl8	UgxI0MrRvj-FLUEIg5t4AaABAg	2021-05-19 16:58:16+00:00
UgxKUGJC__Q63mhdgLB4AaABAg	iso nao vai da nada infelizmente so justica de deus nao vai escapar	2021-05-20T04:53:30Z	Bacabalflix	0	vkuh5uEjEl8		2021-05-19 16:58:16+00:00
UgyPrflEs3XbrYhGB3R4AaABAg	um policial bandido e mil vezes pior que um bandido comum	2021-05-20T04:35:31Z	Bacabalflix	3	vkuh5uEjEl8		2021-05-19 16:58:16+00:00
UgzCahNSWn-fCG-BlJh4AaABAg	homem nao deus tinha q fase justica homem sao covardes	2021-05-20T02:46:30Z	Bacabalflix	0	vkuh5uEjEl8		2021-05-19 16:58:16+00:00
UgyHv8oqKv0JEN6tbHF4AaABAg	tinha q ser no maranhao	2021-05-20T02:41:06Z	Bacabalflix	0	vkuh5uEjEl8		2021-05-19 16:58:16+00:00
UgwNLvlJ_Va0GxRQXcB4AaABAg	pq nao estao algemados a final eles estao presos  ne	2021-05-20T02:00:46Z	Bacabalflix	1	vkuh5uEjEl8		2021-05-19 16:58:16+00:00
UgzKTSTimZUCqCM57BF4AaABAg	envez deles ta protegendo cidadao  ta protegendo bandidos  	2021-05-20T01:26:46Z	Bacabalflix	0	vkuh5uEjEl8		2021-05-19 16:58:16+00:00
Ugx77njNrWc1pTpl0ZB4AaABAg	eles vao pagar oque eles fes	2021-05-20T01:03:09Z	Bacabalflix	0	vkuh5uEjEl8		2021-05-19 16:58:16+00:00
UgyPa_380XJvWFqmmbZ4AaABAg	nao tem deus aqui naonefoi as maos de deus na vida desse cara que a arma falhou e ele conseguiu correrdeus fez justica na vida desse marcos e de outros que esses bandidos travestidos de policia mataram covardementenao acredito que esse marcos seja o unicoagora vao ficar presos e lembrando do que falaram para aquele rapazdeus se fez presente ali sim	2021-05-20T00:57:16Z	Bacabalflix	0	vkuh5uEjEl8		2021-05-19 16:58:16+00:00
UgyuYi3bCxl1ybPTrCh4AaABAg	sera que foram expulsos todos 	2021-05-20T00:45:38Z	Bacabalflix	0	vkuh5uEjEl8		2021-05-19 16:58:16+00:00
UgyjWDA37d70anwOr6t4AaABAg	na minha opiniao a justica tem q ser severa com esses covardes q fizeram essa barbaridade	2021-05-19T23:51:07Z	Bacabalflix	2	vkuh5uEjEl8		2021-05-19 16:58:16+00:00
Ugzjydp1U9KE4POjV1d4AaABAg	so os bandidos	2021-05-19T23:17:06Z	Bacabalflix	0	vkuh5uEjEl8		2021-05-19 16:58:16+00:00
UgwJPbWRHvWg2AMqttx4AaABAg	rapaz o dr  bento e duro	2021-05-19T22:57:10Z	Bacabalflix	0	vkuh5uEjEl8		2021-05-19 16:58:16+00:00
Ugz51xXFQRgIdUvb54l4AaABAg	dr bento vc e um cabra macho aqui no ceara precisa de um homem abencoadocomo vc	2021-05-19T22:14:16Z	Bacabalflix	5	vkuh5uEjEl8		2021-05-19 16:58:16+00:00
UgxX7w4gjc9oeG7J6Q14AaABAg	dr bento o brasil precisa de um defensor como vc adimiro sua coraigem e  um dia o cenhor com um juis ai esses tipo de crime o cenhor vai saber castigar uns vagabundos deste tipo	2021-05-19T22:12:38Z	Bacabalflix	0	vkuh5uEjEl8		2021-05-19 16:58:16+00:00
UgxX7w4gjc9oeG7J6Q14AaABAg.9NY273qqwsd9NZearbvX2R	aprende primeiro a escrever	2021-05-20T13:16:52Z	Bacabalflix	0	vkuh5uEjEl8	UgxX7w4gjc9oeG7J6Q14AaABAg	2021-05-19 16:58:16+00:00
UgyJSm5izo4m-2mxv_F4AaABAg	magate de policias vagabundos e pilantras	2021-05-19T21:46:57Z	Bacabalflix	0	vkuh5uEjEl8		2021-05-19 16:58:16+00:00
Ugx_yZPQ21RPJPRExVd4AaABAg	tava aguardando muito por esse video	2021-05-19T21:30:48Z	Bacabalflix	8	vkuh5uEjEl8		2021-05-19 16:58:16+00:00
UgwohXiz2W5ceYI_ed14AaABAg	esse doutor bento e cabra macho muita coragem e disposicao	2021-05-19T21:24:23Z	Bacabalflix	4	vkuh5uEjEl8		2021-05-19 16:58:16+00:00
UgwohXiz2W5ceYI_ed14AaABAg.9NXxag7NsEL9NZeM6NDgmI	e cabra macho pra quem paga mais quanta idolatria	2021-05-20T13:14:43Z	Bacabalflix	0	vkuh5uEjEl8	UgwohXiz2W5ceYI_ed14AaABAg	2021-05-19 16:58:16+00:00
UgwohXiz2W5ceYI_ed14AaABAg.9NXxag7NsEL9NboZXkopl9	paulorobertoru4cp mas e a sua profissao	2021-05-21T18:41:39Z	Bacabalflix	0	vkuh5uEjEl8	UgwohXiz2W5ceYI_ed14AaABAg	2021-05-19 16:58:16+00:00
Ugy-BLzYTZgAZ5NFrDF4AaABAg	alguem ai de bacabal sabe me informar o que levou esses policiais a cometerem essa barbaridade com esse cidadao	2021-05-19T21:22:27Z	Bacabalflix	1	vkuh5uEjEl8		2021-05-19 16:58:16+00:00
Ugy-BLzYTZgAZ5NFrDF4AaABAg.9NXxNYB4vpj9NYQ47FcZNn	o desaparecimento de uns carneiros de raca os pms tavam procurando os carneiros	2021-05-20T01:41:57Z	Bacabalflix	1	vkuh5uEjEl8	Ugy-BLzYTZgAZ5NFrDF4AaABAg	2021-05-19 16:58:16+00:00
Ugy-BLzYTZgAZ5NFrDF4AaABAg.9NXxNYB4vpj9NYuVXv5Vgf	entao nesse caso esse rapaz era suspeita de ter roubado entedi agora	2021-05-20T06:16:34Z	Bacabalflix	1	vkuh5uEjEl8	Ugy-BLzYTZgAZ5NFrDF4AaABAg	2021-05-19 16:58:16+00:00
Ugy-BLzYTZgAZ5NFrDF4AaABAg.9NXxNYB4vpj9N_FH9U1T0M	ribamar acusado do roubomarquinho de ser receptadoros dois nao  tinham nada a ver  come esse crime ainda assim aconteceu essa operacao cavalo do cao  onde um foi assassinado  o outro torturado	2021-05-20T18:46:05Z	Bacabalflix	0	vkuh5uEjEl8	Ugy-BLzYTZgAZ5NFrDF4AaABAg	2021-05-19 16:58:16+00:00
UgyrpIH-xyZkNuiB6ox4AaABAg	pena de morte pra esses bandidos de farda	2021-05-19T21:07:53Z	Bacabalflix	0	vkuh5uEjEl8		2021-05-19 16:58:16+00:00
UgwnKPMH1mkG9t4aD2l4AaABAg	sse fosse um cara comum tinha sido linchadomas sao protegidos esses lixos tem que espulsar da policia pra servir de exemplo pra outros que tem muito desse jeito que nao sabemos ainda	2021-05-19T20:44:54Z	Bacabalflix	0	vkuh5uEjEl8		2021-05-19 16:58:16+00:00
UgwuUfgHQQ3VkMeytj94AaABAg	esses policia deviam  e morrer tmb peste do inferno assassinos	2021-05-19T20:39:21Z	Bacabalflix	0	vkuh5uEjEl8		2021-05-19 16:58:16+00:00
UgyF40oowI-vaR9nUIZ4AaABAg	sao cinco meliciano cinco alma se bozar	2021-05-19T20:35:28Z	Bacabalflix	0	vkuh5uEjEl8		2021-05-19 16:58:16+00:00
Ugy1MJpedisxZQGETxd4AaABAg	esses vagabundos tem que ser tratado como assassino nao ficar se escondendo da populacao 	2021-05-19T20:26:25Z	Bacabalflix	0	vkuh5uEjEl8		2021-05-19 16:58:16+00:00
UgzzGjfUM8sDYy6-zjh4AaABAg	sempre informando pra todos valeuuu	2021-05-19T20:19:31Z	Bacabalflix	1	vkuh5uEjEl8		2021-05-19 16:58:16+00:00
Ugxl1N8cOBOYQh2d5Ax4AaABAg	bacabalflix e muito sempre representando com as noticias sou inscrito no canal sou daqui de salvador bahia	2021-05-19T20:17:56Z	Bacabalflix	4	vkuh5uEjEl8		2021-05-19 16:58:16+00:00
UgwuMqAacYmR_Tsm0Mx4AaABAg	"a sociedade bacabalense agradeca  ao dr  bentoisso ta acontecendo isso   gracas  ao profissionalismo  dele  e empenho  nesse  caso parabens  dr  bento"	2021-05-19T20:11:17Z	Bacabalflix	9	vkuh5uEjEl8		2021-05-19 16:58:16+00:00
UgwuMqAacYmR_Tsm0Mx4AaABAg.9NXpEGodtOv9NZeV1-3GI0	bento nao faz servico de graca pra ninguem	2021-05-20T13:15:56Z	Bacabalflix	0	vkuh5uEjEl8	UgwuMqAacYmR_Tsm0Mx4AaABAg	2021-05-19 16:58:16+00:00
UgwKTthHWSaCaUjSMZR4AaABAg	"coloca esses vagabundos na cadeia depois coloca esses vagabundos pra defender o sociedade"	2021-05-19T20:04:33Z	Bacabalflix	0	vkuh5uEjEl8		2021-05-19 16:58:16+00:00
Ugz1jGFTOw4XLPieAK94AaABAg	oque mim deixa puto e saber que si forem condenados vao ficar preso no quartel quatro ou cinco anos ta todos na rua e o pai de familia que perdeu a vida jamais voltara e esse cara pode fugir pra bem lomge porque eles vao pega ele tambem	2021-05-19T20:01:15Z	Bacabalflix	2	vkuh5uEjEl8		2021-05-19 16:58:16+00:00
UgxJinUK5S-5NxYq6B94AaABAg	esse bandidos tem de mofar na cadeia essas almas sebozas esses assassinos	2021-05-19T19:59:15Z	Bacabalflix	0	vkuh5uEjEl8		2021-05-19 16:58:16+00:00
UgxL87RAXZ0RJxXauAd4AaABAg	quem acredita que vai ser feita justica 	2021-05-19T19:51:27Z	Bacabalflix	2	vkuh5uEjEl8		2021-05-19 16:58:16+00:00
UgxMsMklb6SREevk2U94AaABAg	so bandido	2021-05-19T19:36:24Z	Bacabalflix	0	vkuh5uEjEl8		2021-05-19 16:58:16+00:00
UgwgVpcxp4ZypbYH8wd4AaABAg	gosto quando vc vai atras da noticia mais poderia ser mais sussinto e objectivo nas informacoes	2021-05-19T19:25:28Z	Bacabalflix	2	vkuh5uEjEl8		2021-05-19 16:58:16+00:00
UgxslunXSpi4vZaoysF4AaABAg	liberdade vai cantar porra	2021-05-19T19:18:17Z	Bacabalflix	1	vkuh5uEjEl8		2021-05-19 16:58:16+00:00
UgzE7PPjk4CpPesFru54AaABAg	quem deveria nos dar seguranca agora da protegido pela populacao pra que nada aconteca com eles e quem vai da seguranca aos povos 	2021-05-19T19:05:28Z	Bacabalflix	1	vkuh5uEjEl8		2021-05-19 16:58:16+00:00
UgzxBc6fmeDKYlpxdqR4AaABAg	tem qui da liberdade  pra eses covardes   aqui fora a justica  vai ser feita  solta eles  solta	2021-05-19T18:56:40Z	Bacabalflix	2	vkuh5uEjEl8		2021-05-19 16:58:16+00:00
UgzxBc6fmeDKYlpxdqR4AaABAg.9NXggjdZlW69NbofmkgQfJ	eram soltos  o que aconteceu	2021-05-21T18:42:38Z	Bacabalflix	0	vkuh5uEjEl8	UgzxBc6fmeDKYlpxdqR4AaABAg	2021-05-19 16:58:16+00:00
UgzlI8UtmJe1vns6hXp4AaABAg	e o mandante o fazendeiro	2021-05-19T18:53:02Z	Bacabalflix	0	vkuh5uEjEl8		2021-05-19 16:58:16+00:00
UgzWwJRXaa2ulzqqD7J4AaABAg	esses bandidos de farda tem que ser exonerados e cumprir prisao em pedrinhas junto com a geral pra se foder logo	2021-05-19T18:50:26Z	Bacabalflix	0	vkuh5uEjEl8		2021-05-19 16:58:16+00:00
Ugw4_slkVgioD0sArap4AaABAg	esses caras apodrecam na cadeia	2021-05-19T18:42:59Z	Bacabalflix	1	vkuh5uEjEl8		2021-05-19 16:58:16+00:00
UgxxtLBxIvq8O6mC--t4AaABAg	o engracado e que ainda chamam esses assassinos de policiais ainda	2021-05-19T18:41:56Z	Bacabalflix	6	vkuh5uEjEl8		2021-05-19 16:58:16+00:00
UgxxtLBxIvq8O6mC--t4AaABAg.9NXf-u0ZM1G9NcMse4s32l	milicianos e ainda chamam eles de policiais	2021-05-21T23:50:14Z	Bacabalflix	0	vkuh5uEjEl8	UgxxtLBxIvq8O6mC--t4AaABAg	2021-05-19 16:58:16+00:00
UgzpRp48rK3KkY3t1iV4AaABAg	ferro nesse vagabundo bandidos	2021-05-19T18:21:00Z	Bacabalflix	0	vkuh5uEjEl8		2021-05-19 16:58:16+00:00
Ugyb8Mw0PxlB2iThB-F4AaABAg	a muitos anos que a maior faccao do estado do maranhao e a policia militar e civil bonde dos 40 nao e nada perto dessas duas faccoes esse nao foi o primeiro crime deles e nem o ultimo	2021-05-19T18:08:28Z	Bacabalflix	3	vkuh5uEjEl8		2021-05-19 16:58:16+00:00
Ugyb8Mw0PxlB2iThB-F4AaABAg.9NXbAhJD7ZF9NXbh_DEUvH	retire esse nome policia militar o que farao errados foram algumas pessoas que vestia a farda automaticamente voce ta culpando todos os policiais maranhao	2021-05-19T18:13:05Z	Bacabalflix	0	vkuh5uEjEl8	Ugyb8Mw0PxlB2iThB-F4AaABAg	2021-05-19 16:58:16+00:00
Ugyb8Mw0PxlB2iThB-F4AaABAg.9NXbAhJD7ZF9NXcQsgOHH7	fernandohw2xs eu culpo a todos do soldado ao comandante geral ninguem e inocente quem compactua com bandido bandido e ate pq eles sabem oque se passa na corporacao e aqueles que fazem vista grossa tambem sao bandido os que dao a ordem e os que recebem a ordem	2021-05-19T18:19:24Z	Bacabalflix	6	vkuh5uEjEl8	Ugyb8Mw0PxlB2iThB-F4AaABAg	2021-05-19 16:58:16+00:00
UgzuHSpBgpq0cdb3jbV4AaABAg	isso e lamentavel o pior e o morto este nao volta mais	2021-05-19T17:54:10Z	Bacabalflix	2	vkuh5uEjEl8		2021-05-19 16:58:16+00:00
UgzuHSpBgpq0cdb3jbV4AaABAg.9NX_XwvmtJ19NXbQbbx33R	poise  a justica de gonzaga tem q condenar esses policiais corruptos nao pode ficar nem um impuni vamos labrasil 	2021-05-19T18:10:38Z	Bacabalflix	0	vkuh5uEjEl8	UgzuHSpBgpq0cdb3jbV4AaABAg	2021-05-19 16:58:16+00:00
UgztGS9K2yuyZayLL9V4AaABAg	gente nao arrumei	2021-05-19T17:52:27Z	Bacabalflix	0	vkuh5uEjEl8		2021-05-19 16:58:16+00:00
UgzHo3YiwlextnA75Ip4AaABAg	meu deus que povo e esse	2021-05-19T17:51:54Z	Bacabalflix	0	vkuh5uEjEl8		2021-05-19 16:58:16+00:00
UgxxRbpsyz4xIsm_ETF4AaABAg	meu  deus cuidar  desse povo de bacabal	2021-05-19T17:50:49Z	Bacabalflix	0	vkuh5uEjEl8		2021-05-19 16:58:16+00:00
UgxxRbpsyz4xIsm_ETF4AaABAg.9NX_9SpAtMP9NY64dnTZCx	cuida do povo de todo o mundo	2021-05-19T22:47:15Z	Bacabalflix	0	vkuh5uEjEl8	UgxxRbpsyz4xIsm_ETF4AaABAg	2021-05-19 16:58:16+00:00
UgzRrRR3dK0tQ29tkNt4AaABAg	esses policiais sao vagabundos	2021-05-19T17:50:43Z	Bacabalflix	0	vkuh5uEjEl8		2021-05-19 16:58:16+00:00
Ugw6YnXI3UN8Tka1SfV4AaABAg	assassinos covardes	2021-05-19T17:39:18Z	Bacabalflix	1	vkuh5uEjEl8		2021-05-19 16:58:16+00:00
Ugz--M3z3cCM-DPAK-14AaABAg	eles tem que ser espuso da corporacao e bricadeira um negocio desse	2021-05-19T17:25:01Z	Bacabalflix	2	vkuh5uEjEl8		2021-05-19 16:58:16+00:00
Ugy7nP0F7DimgHn0Lp14AaABAg	e muita sacanagem mesmo ne em vez de deixar todo mundo olhar para cara desses lixo para ver os os que dizem que defendia eles do mal	2021-05-19T17:19:33Z	Bacabalflix	2	vkuh5uEjEl8		2021-05-19 16:58:16+00:00
Ugx_0NN1YYd3sB701ax4AaABAg	que deus abencoe a todos em nome de jesus amem	2021-05-19T17:17:09Z	Bacabalflix	10	vkuh5uEjEl8		2021-05-19 16:58:16+00:00
UgyTPVm9vTI66VNYVEx4AaABAg	lugar de policial covarde e corrupto e na prisao	2021-05-19T17:03:58Z	Bacabalflix	0	vkuh5uEjEl8		2021-05-19 16:58:16+00:00
Ugyeh6sLsW43kDAO83J4AaABAg	deus faca justica	2021-05-19T17:01:46Z	Bacabalflix	4	vkuh5uEjEl8		2021-05-19 16:58:16+00:00
UgzjZP3kZEwTmvPhz0Z4AaABAg	bacabal que mais tem e x9 se nao tem cuidado  casa cai mesmo	2021-05-18T20:45:57Z	Bacabalflix	1	Fu12uz9i5SM		2021-05-18 15:43:14+00:00
UgzjZP3kZEwTmvPhz0Z4AaABAg.9NVJPI3dlst9NVmXk00n62	na moral  mn ai foi um cara que tava por dentro  das movimento tlg mn sabia de tudo todos os detales quem  denucio ta envolvido	2021-05-19T01:09:15Z	Bacabalflix	0	Fu12uz9i5SM	UgzjZP3kZEwTmvPhz0Z4AaABAg	2021-05-18 15:43:14+00:00
Ugy6ICqBNsbSQ1vBQxZ4AaABAg	bom trabalho	2021-05-18T18:02:19Z	Bacabalflix	1	Fu12uz9i5SM		2021-05-18 15:43:14+00:00
Ugz2Xgho9qYShLDpTpV4AaABAg	alguem sabe se foi cv ou pcc	2021-05-18T17:19:24Z	Bacabalflix	0	Fu12uz9i5SM		2021-05-18 15:43:14+00:00
UgxGXcJACCpvO4y4m9F4AaABAg	bacabal sob controle ainda vou conhecer esse lugar espero que   nesse dia as coisas estejam melhor 	2021-05-18T16:05:45Z	Bacabalflix	1	Fu12uz9i5SM		2021-05-18 15:43:14+00:00
UgxGXcJACCpvO4y4m9F4AaABAg.9NUoL0ZP-S79NVA3gnIAB3	vai na trisidela  na beira  rio bom de mas la	2021-05-18T19:24:21Z	Bacabalflix	1	Fu12uz9i5SM	UgxGXcJACCpvO4y4m9F4AaABAg	2021-05-18 15:43:14+00:00
UgxGXcJACCpvO4y4m9F4AaABAg.9NUoL0ZP-S79NVS24BQTRU	e bom	2021-05-18T22:01:25Z	Bacabalflix	0	Fu12uz9i5SM	UgxGXcJACCpvO4y4m9F4AaABAg	2021-05-18 15:43:14+00:00
UgxGXcJACCpvO4y4m9F4AaABAg.9NUoL0ZP-S79NVdVxb-VA1	la temuito e bandido	2021-05-18T23:50:21Z	Bacabalflix	1	Fu12uz9i5SM	UgxGXcJACCpvO4y4m9F4AaABAg	2021-05-18 15:43:14+00:00
UgxGXcJACCpvO4y4m9F4AaABAg.9NUoL0ZP-S79NVegRjw7yX	carloscosta5964 kkk	2021-05-19T00:00:40Z	Bacabalflix	0	Fu12uz9i5SM	UgxGXcJACCpvO4y4m9F4AaABAg	2021-05-18 15:43:14+00:00
UgxGXcJACCpvO4y4m9F4AaABAg.9NUoL0ZP-S79NVeh9f8ane	tomara trisidela e bom so tem bandido mesmo inclusive meu marido e um kkkkkk	2021-05-19T00:00:46Z	Bacabalflix	0	Fu12uz9i5SM	UgxGXcJACCpvO4y4m9F4AaABAg	2021-05-18 15:43:14+00:00
UgxGXcJACCpvO4y4m9F4AaABAg.9NUoL0ZP-S79NVeiDy3tcc	davilucaskg7nx bom de mas um paraiso	2021-05-19T00:00:54Z	Bacabalflix	0	Fu12uz9i5SM	UgxGXcJACCpvO4y4m9F4AaABAg	2021-05-18 15:43:14+00:00
UgxGXcJACCpvO4y4m9F4AaABAg.9NUoL0ZP-S79NVejRJAE02	carloscosta5964 vou bb	2021-05-19T00:01:04Z	Bacabalflix	0	Fu12uz9i5SM	UgxGXcJACCpvO4y4m9F4AaABAg	2021-05-18 15:43:14+00:00
UgxGXcJACCpvO4y4m9F4AaABAg.9NUoL0ZP-S79NVemZ2S093	userqq2tu3qx7w kkkkk verdade parceiro	2021-05-19T00:01:30Z	Bacabalflix	0	Fu12uz9i5SM	UgxGXcJACCpvO4y4m9F4AaABAg	2021-05-18 15:43:14+00:00
UgxGXcJACCpvO4y4m9F4AaABAg.9NUoL0ZP-S79NVeqsANa04	raimundofenelon761 tem mesmo inclusive eu kkkkkkkk brincadeira	2021-05-19T00:02:05Z	Bacabalflix	0	Fu12uz9i5SM	UgxGXcJACCpvO4y4m9F4AaABAg	2021-05-18 15:43:14+00:00
UgxGXcJACCpvO4y4m9F4AaABAg.9NUoL0ZP-S79NVmK3ORQ41	davilucaskg7nx qui for mn infelizmente  que vacila roda seja malandro mn mas n bandido	2021-05-19T01:07:23Z	Bacabalflix	1	Fu12uz9i5SM	UgxGXcJACCpvO4y4m9F4AaABAg	2021-05-18 15:43:14+00:00
UgxGXcJACCpvO4y4m9F4AaABAg.9NUoL0ZP-S79NVn2euY31Z	userqq2tu3qx7w pio	2021-05-19T01:13:44Z	Bacabalflix	0	Fu12uz9i5SM	UgxGXcJACCpvO4y4m9F4AaABAg	2021-05-18 15:43:14+00:00
UgxGXcJACCpvO4y4m9F4AaABAg.9NUoL0ZP-S79NVo1fCiksY	davilucaskg7nx pois e  mn tou te dando essa visao  ai nao quero bandido  morto quero recuperando  infelizmente  uns n se ressocializa ir ja era	2021-05-19T01:22:20Z	Bacabalflix	1	Fu12uz9i5SM	UgxGXcJACCpvO4y4m9F4AaABAg	2021-05-18 15:43:14+00:00
UgxGXcJACCpvO4y4m9F4AaABAg.9NUoL0ZP-S79NVrwwW61or	userqq2tu3qx7w verdade mano o	2021-05-19T01:56:31Z	Bacabalflix	0	Fu12uz9i5SM	UgxGXcJACCpvO4y4m9F4AaABAg	2021-05-18 15:43:14+00:00
Ugw8sYo5DXK-njPpHE54AaABAg	esse delegado e bom chega de traficantes acabando com  a familia brasileira	2021-05-19T03:37:23Z	Bacabalflix	0	Vsp2gcEpTAw		2021-05-18 19:24:48+00:00
UgwH0-W6YzSB1veyF394AaABAg	terrinha dificel d vive	2021-05-18T21:28:06Z	Bacabalflix	0	Vsp2gcEpTAw		2021-05-18 19:24:48+00:00
UgzInMHISqfeVwDWmhV4AaABAg	trazido kakakakaka	2021-05-18T20:13:21Z	Bacabalflix	1	Vsp2gcEpTAw		2021-05-18 19:24:48+00:00
UgzInMHISqfeVwDWmhV4AaABAg.9NVFfVjmx5W9NbqzxLNPjx	sorri de que  o correto e dizer trazido pois essa e a unica forma do participio do verbo trazer na lingua padrao a forma trago nao e aceita  ou e o presente do indicativo do verbo tragar eu trago a fumaca dessa cidade	2021-05-21T19:02:52Z	Bacabalflix	0	Vsp2gcEpTAw	UgzInMHISqfeVwDWmhV4AaABAg	2021-05-18 19:24:48+00:00
UgwWBbwRTf6fGXhH81R4AaABAg	com esse dinheiro todo da pra pagar a gasolina do advogado kkkk	2021-05-18T19:48:25Z	Bacabalflix	0	Vsp2gcEpTAw		2021-05-18 19:24:48+00:00
Ugwx6-ZhjW2yPZZ_5hl4AaABAg	"rapaz se esse delegado ai ficar ums dois anos purai com todo ese gais dele ai e desposisao q ele ta ai na emtrevista ele praticar a malandragem dai e que se cuide vil poque o delegado mandou o recado esse paraense ai q foi preso e daqui da minha cidade   rrrrrrr"	2021-05-18T19:41:18Z	Bacabalflix	0	Vsp2gcEpTAw		2021-05-18 19:24:48+00:00
Ugwx6-ZhjW2yPZZ_5hl4AaABAg.9NVC-mrp6bY9NW33VdRIX0	oq vc esta falando	2021-05-19T03:42:24Z	Bacabalflix	0	Vsp2gcEpTAw	Ugwx6-ZhjW2yPZZ_5hl4AaABAg	2021-05-18 19:24:48+00:00
Ugwx6-ZhjW2yPZZ_5hl4AaABAg.9NVC-mrp6bY9NbrIXZNTCM	kkkkkkkkk corrige ai mano	2021-05-21T19:05:32Z	Bacabalflix	0	Vsp2gcEpTAw	Ugwx6-ZhjW2yPZZ_5hl4AaABAg	2021-05-18 19:24:48+00:00
Ugy0KN1eCCwJNAF2u614AaABAg	pato roco	2021-05-18T19:40:41Z	Bacabalflix	0	Vsp2gcEpTAw		2021-05-18 19:24:48+00:00
Ugx6x9LQ8tM566ye87Z4AaABAg	eu queria saber como estao a familia de pato roco	2021-05-18T19:29:55Z	Bacabalflix	4	Vsp2gcEpTAw		2021-05-18 19:24:48+00:00
Ugx55uHbGOypmaKa9nR4AaABAg	oque aconteceu com os cara que mantou pato roco	2021-05-18T19:28:14Z	Bacabalflix	0	Vsp2gcEpTAw		2021-05-18 19:24:48+00:00
Ugx55uHbGOypmaKa9nR4AaABAg.9NVAW5eUzaz9NVZEQkYjBk	viraram herois da galera de bacabal	2021-05-18T23:04:16Z	Bacabalflix	0	Vsp2gcEpTAw	Ugx55uHbGOypmaKa9nR4AaABAg	2021-05-18 19:24:48+00:00
Ugx55uHbGOypmaKa9nR4AaABAg.9NVAW5eUzaz9NbrM2xYbm1	eles subiram ao ceu	2021-05-21T19:06:01Z	Bacabalflix	0	Vsp2gcEpTAw	Ugx55uHbGOypmaKa9nR4AaABAg	2021-05-18 19:24:48+00:00
UgwxC6c2XAMZnIActIV4AaABAg	poder judiciario que u diabo  ventou	2021-05-15T00:08:49Z	Bacabalflix	2	6UYB6t694tE		2021-05-14 20:06:10+00:00
